,Unnamed: 0,name,year,movie_rated,run_length,genres,release_date,rating,num_raters,num_reviews,review_url,movie_id,clean_title
541,7,8 Mile,2002,R,1h 50min,Drama; Music; ,8 November 2002 (USA),7.1,243272,611,https://www.imdb.com/title/tt0298203/reviews/_ajax?ref_=undefined&paginationKey=,541,8 mile
542,8,Some Like It Hot,1959,Not Rated,2h 1min,Comedy; Music; Romance; ,19 March 1959 (USA),8.2,236252,415,https://www.imdb.com/title/tt0053291/reviews/_ajax?ref_=undefined&paginationKey=,542,some like it hot
543,10,Dirty Dancing,1987,PG-13,1h 40min,Drama; Music; Romance; ,21 August 1987 (USA),7.0,194794,462,https://www.imdb.com/title/tt0092890/reviews/_ajax?ref_=undefined&paginationKey=,543,dirty dancing
544,11,Get Him to the Greek,2010,R,1h 49min,Comedy; Music; ,4 June 2010 (USA),6.4,167212,220,https://www.imdb.com/title/tt1226229/reviews/_ajax?ref_=undefined&paginationKey=,544,get him to the greek
545,12,High Fidelity,2000,R,1h 53min,Comedy; Drama; Music; ,31 March 2000 (USA),7.5,164661,627,https://www.imdb.com/title/tt0146882/reviews/_ajax?ref_=undefined&paginationKey=,545,high fidelity
546,13,Wayne's World,1992,PG-13,1h 34min,Comedy; Music; ,14 February 1992 (USA),7.0,140324,199,https://www.imdb.com/title/tt0105793/reviews/_ajax?ref_=undefined&paginationKey=,546,wayne's world
547,14,Begin Again,2013,R,1h 44min,Comedy; Drama; Music; ,11 July 2014 (USA),7.4,138458,262,https://www.imdb.com/title/tt1980929/reviews/_ajax?ref_=undefined&paginationKey=,547,begin again
548,15,Pitch Perfect 2,2015,PG-13,1h 55min,Comedy; Music; ,15 May 2015 (USA),6.4,138421,221,https://www.imdb.com/title/tt2848292/reviews/_ajax?ref_=undefined&paginationKey=,548,pitch perfect 2
549,17,Inside Llewyn Davis,2013,R,1h 44min,Comedy; Drama; Music; ,10 January 2014 (USA),7.5,134564,381,https://www.imdb.com/title/tt2042568/reviews/_ajax?ref_=undefined&paginationKey=,549,inside llewyn davis
550,18,The Wedding Singer,1998,PG-13,1h 37min,Comedy; Music; Romance; ,13 February 1998 (USA),6.8,131174,362,https://www.imdb.com/title/tt0120888/reviews/_ajax?ref_=undefined&paginationKey=,550,the wedding singer
551,19,This Is Spinal Tap,1984,R,1h 22min,Comedy; Music; ,2 March 1984 (USA),7.9,125864,366,https://www.imdb.com/title/tt0088258/reviews/_ajax?ref_=undefined&paginationKey=,551,this is spinal tap
552,20,Billy Elliot,2000,R,1h 50min,Drama; Music; ,10 November 2000 (USA),7.7,122980,469,https://www.imdb.com/title/tt0249462/reviews/_ajax?ref_=undefined&paginationKey=,552,billy elliot
553,22,"Hail, Caesar!",2016,PG-13,1h 46min,Comedy; Drama; Music; ,5 February 2016 (USA),6.3,120378,445,https://www.imdb.com/title/tt0475290/reviews/_ajax?ref_=undefined&paginationKey=,553,"hail, caesar!"
554,23,The Bodyguard,1992,R,2h 9min,Action; Drama; Music; ,25 November 1992 (USA),6.3,115475,158,https://www.imdb.com/title/tt0103855/reviews/_ajax?ref_=undefined&paginationKey=,554,the bodyguard
555,24,If I Stay,2014,PG-13,1h 47min,Drama; Fantasy; Music; ,22 August 2014 (USA),6.7,113203,168,https://www.imdb.com/title/tt1355630/reviews/_ajax?ref_=undefined&paginationKey=,555,if i stay
556,25,Once,2007,R,1h 26min,Drama; Music; Romance; ,15 June 2007 (USA),7.8,108624,365,https://www.imdb.com/title/tt0907657/reviews/_ajax?ref_=undefined&paginationKey=,556,once
557,26,Step Up,2006,PG-13,1h 44min,Crime; Drama; Music; ,11 August 2006 (USA),6.5,108504,285,https://www.imdb.com/title/tt0462590/reviews/_ajax?ref_=undefined&paginationKey=,557,step up
558,27,Bill & Ted's Excellent Adventure,1989,PG,1h 30min,Adventure; Comedy; Music; ,17 February 1989 (USA),6.9,107579,228,https://www.imdb.com/title/tt0096928/reviews/_ajax?ref_=undefined&paginationKey=,558,bill & ted's excellent adventure
559,28,Pirate Radio,2009,R,1h 57min,Comedy; Drama; Music; ,13 November 2009 (USA),7.4,105802,241,https://www.imdb.com/title/tt1131729/reviews/_ajax?ref_=undefined&paginationKey=,559,pirate radio
560,29,Coyote Ugly,2000,PG-13,1h 40min,Comedy; Drama; Music; ,4 August 2000 (USA),5.7,104700,389,https://www.imdb.com/title/tt0200550/reviews/_ajax?ref_=undefined&paginationKey=,560,coyote ugly
561,30,Green Room,2015,R,1h 35min,Horror; Music; Thriller; ,13 May 2016 (USA),7.0,102334,321,https://www.imdb.com/title/tt4062536/reviews/_ajax?ref_=undefined&paginationKey=,561,green room
562,31,August Rush,2007,PG,1h 54min,Drama; Music; ,21 November 2007 (USA),7.5,101979,397,https://www.imdb.com/title/tt0426931/reviews/_ajax?ref_=undefined&paginationKey=,562,august rush
563,32,Yesterday,2019,PG-13,1h 56min,Comedy; Fantasy; Music; ,28 June 2019 (USA),6.8,100978,934,https://www.imdb.com/title/tt8079248/reviews/_ajax?ref_=undefined&paginationKey=,563,yesterday
564,33,Tenacious D in the Pick of Destiny,2006,R,1h 33min,Adventure; Comedy; Music; ,22 November 2006 (USA),6.8,99944,208,https://www.imdb.com/title/tt0365830/reviews/_ajax?ref_=undefined&paginationKey=,564,tenacious d in the pick of destiny
565,34,Music and Lyrics,2007,PG-13,1h 44min,Comedy; Music; Romance; ,14 February 2007 (USA),6.5,94921,300,https://www.imdb.com/title/tt0758766/reviews/_ajax?ref_=undefined&paginationKey=,565,music and lyrics
566,35,Nick and Norah's Infinite Playlist,2008,PG-13,1h 30min,Comedy; Drama; Music; ,3 October 2008 (USA),6.6,87186,157,https://www.imdb.com/title/tt0981227/reviews/_ajax?ref_=undefined&paginationKey=,566,nick and norah's infinite playlist
567,36,Three Colors: Blue,1993,R,1h 34min,Drama; Music; Mystery; ,8 September 1993 (France),7.9,85415,197,https://www.imdb.com/title/tt0108394/reviews/_ajax?ref_=undefined&paginationKey=,567,three colors: blue
568,37,To Rome With Love,2012,R,1h 52min,Comedy; Music; Romance; ,6 July 2012 (USA),6.3,82764,180,https://www.imdb.com/title/tt1859650/reviews/_ajax?ref_=undefined&paginationKey=,568,to rome with love
569,38,Crazy Heart,2009,R,1h 52min,Drama; Music; Romance; ,5 February 2010 (USA),7.2,82500,248,https://www.imdb.com/title/tt1263670/reviews/_ajax?ref_=undefined&paginationKey=,569,crazy heart
570,39,Sing Street,2016,PG-13,1h 46min,Comedy; Drama; Music; ,17 March 2016 (Ireland),7.9,81933,196,https://www.imdb.com/title/tt3544112/reviews/_ajax?ref_=undefined&paginationKey=,570,sing street
571,40,The Doors,1991,R,2h 20min,Biography; Drama; Music; ,1 March 1991 (USA),7.2,81792,243,https://www.imdb.com/title/tt0101761/reviews/_ajax?ref_=undefined&paginationKey=,571,the doors
572,41,La Vie En Rose,2007,PG-13,2h 20min,Biography; Drama; Music; ,20 July 2007 (USA),7.6,80970,247,https://www.imdb.com/title/tt0450188/reviews/_ajax?ref_=undefined&paginationKey=,572,la vie en rose
573,42,The Last Song,2010,PG,1h 47min,Drama; Music; Romance; ,31 March 2010 (USA),6.0,79196,207,https://www.imdb.com/title/tt1294226/reviews/_ajax?ref_=undefined&paginationKey=,573,the last song
574,43,Step Up 2: The Streets,2008,PG-13,1h 38min,Drama; Music; Romance; ,14 February 2008 (USA),6.2,78573,114,https://www.imdb.com/title/tt1023481/reviews/_ajax?ref_=undefined&paginationKey=,574,step up 2: the streets
575,44,The Piano,1993,R,2h 1min,Drama; Music; Romance; ,11 February 1994 (USA),7.6,76889,269,https://www.imdb.com/title/tt0107822/reviews/_ajax?ref_=undefined&paginationKey=,575,the piano
576,45,Burlesque,2010,PG-13,1h 59min,Drama; Music; ,24 November 2010 (USA),6.4,76164,252,https://www.imdb.com/title/tt1126591/reviews/_ajax?ref_=undefined&paginationKey=,576,burlesque
577,46,Frank,2014,R,1h 35min,Comedy; Drama; Music; ,5 September 2014 (USA),7.0,73451,146,https://www.imdb.com/title/tt1605717/reviews/_ajax?ref_=undefined&paginationKey=,577,frank
578,47,Youth,2015,R,2h 4min,Comedy; Drama; Music; ,4 December 2015 (USA),7.3,69311,164,https://www.imdb.com/title/tt3312830/reviews/_ajax?ref_=undefined&paginationKey=,578,youth
579,48,Saturday Night Fever,1977,R,1h 58min,Drama; Music; ,16 December 1977 (USA),6.8,68890,254,https://www.imdb.com/title/tt0076666/reviews/_ajax?ref_=undefined&paginationKey=,579,saturday night fever
580,49,Footloose,1984,PG,1h 47min,Drama; Music; Romance; ,17 February 1984 (USA),6.6,67658,141,https://www.imdb.com/title/tt0087277/reviews/_ajax?ref_=undefined&paginationKey=,580,footloose
581,50,Dreamgirls,2006,PG-13,2h 10min,Drama; Music; ,25 December 2006 (USA),6.5,67216,528,https://www.imdb.com/title/tt0443489/reviews/_ajax?ref_=undefined&paginationKey=,581,dreamgirls
582,51,Walk Hard: The Dewey Cox Story,2007,R,1h 36min,Comedy; Drama; Music; ,21 December 2007 (USA),6.8,65673,226,https://www.imdb.com/title/tt0841046/reviews/_ajax?ref_=undefined&paginationKey=,582,walk hard: the dewey cox story
583,52,That Thing You Do!,1996,PG,1h 48min,Comedy; Drama; Music; ,4 October 1996 (USA),6.9,60721,228,https://www.imdb.com/title/tt0117887/reviews/_ajax?ref_=undefined&paginationKey=,583,that thing you do!
584,53,Control,2007,R,2h 2min,Biography; Drama; Music; ,26 September 2007 (France),7.7,60379,156,https://www.imdb.com/title/tt0421082/reviews/_ajax?ref_=undefined&paginationKey=,584,control
585,54,Black Snake Moan,2006,R,1h 56min,Drama; Music; ,2 March 2007 (USA),6.9,60135,224,https://www.imdb.com/title/tt0462200/reviews/_ajax?ref_=undefined&paginationKey=,585,black snake moan
586,55,Coffee and Cigarettes,2003,R,1h 35min,Comedy; Drama; Music; ,11 June 2004 (USA),7.1,58500,178,https://www.imdb.com/title/tt0379217/reviews/_ajax?ref_=undefined&paginationKey=,586,coffee and cigarettes
587,56,Top Secret!,1984,PG,1h 30min,Comedy; Music; ,8 June 1984 (USA),7.2,58341,180,https://www.imdb.com/title/tt0088286/reviews/_ajax?ref_=undefined&paginationKey=,587,top secret!
588,57,The Legend of 1900,1998,R,2h 49min,Drama; Music; Romance; ,28 October 1998 (Italy),8.1,56898,276,https://www.imdb.com/title/tt0120731/reviews/_ajax?ref_=undefined&paginationKey=,588,the legend of 1900
589,58,Save the Last Dance,2001,PG-13,1h 52min,Drama; Music; Romance; ,12 January 2001 (USA),6.2,56061,325,https://www.imdb.com/title/tt0206275/reviews/_ajax?ref_=undefined&paginationKey=,589,save the last dance
590,59,A Night at the Roxbury,1998,PG-13,1h 22min,Comedy; Music; Romance; ,2 October 1998 (USA),6.3,55885,254,https://www.imdb.com/title/tt0120770/reviews/_ajax?ref_=undefined&paginationKey=,590,a night at the roxbury
591,60,The Chorus,2004,PG-13,1h 37min,Drama; Music; ,17 March 2004 (France),7.9,55837,124,https://www.imdb.com/title/tt0372824/reviews/_ajax?ref_=undefined&paginationKey=,591,the chorus
592,61,I'm Not There,2007,R,2h 15min,Biography; Drama; Music; ,7 December 2007 (USA),6.9,55709,238,https://www.imdb.com/title/tt0368794/reviews/_ajax?ref_=undefined&paginationKey=,592,i'm not there
593,62,Pitch Perfect 3,2017,PG-13,1h 33min,Comedy; Music; ,22 December 2017 (USA),5.8,52949,174,https://www.imdb.com/title/tt4765284/reviews/_ajax?ref_=undefined&paginationKey=,593,pitch perfect 3
594,63,Popstar: Never Stop Never Stopping,2016,R,1h 27min,Comedy; Music; ,3 June 2016 (USA),6.7,52196,140,https://www.imdb.com/title/tt3960412/reviews/_ajax?ref_=undefined&paginationKey=,594,popstar: never stop never stopping
595,64,Magic Mike XXL,2015,R,1h 55min,Comedy; Drama; Music; ,1 July 2015 (USA),5.6,50888,143,https://www.imdb.com/title/tt2268016/reviews/_ajax?ref_=undefined&paginationKey=,595,magic mike xxl
596,65,The Soloist,2009,PG-13,1h 57min,Biography; Drama; Music; ,24 April 2009 (USA),6.7,50593,156,https://www.imdb.com/title/tt0821642/reviews/_ajax?ref_=undefined&paginationKey=,596,the soloist
597,66,Shine,1996,PG-13,1h 45min,Biography; Drama; Music; ,14 February 1997 (USA),7.7,50286,117,https://www.imdb.com/title/tt0117631/reviews/_ajax?ref_=undefined&paginationKey=,597,shine
598,67,The Producers,1967,PG,1h 28min,Comedy; Music; ,10 November 1968 (USA),7.6,48678,263,https://www.imdb.com/title/tt0063462/reviews/_ajax?ref_=undefined&paginationKey=,598,the producers
599,68,Empire Records,1995,PG-13,1h 30min,Comedy; Drama; Music; ,20 October 1995 (USA),6.7,48158,291,https://www.imdb.com/title/tt0112950/reviews/_ajax?ref_=undefined&paginationKey=,599,empire records
600,69,Departures,2008,PG-13,2h 10min,Drama; Music; ,19 June 2009 (USA),8.1,47355,150,https://www.imdb.com/title/tt1069238/reviews/_ajax?ref_=undefined&paginationKey=,600,departures
601,70,Flashdance,1983,R,1h 35min,Drama; Music; Romance; ,15 April 1983 (USA),6.2,46132,154,https://www.imdb.com/title/tt0085549/reviews/_ajax?ref_=undefined&paginationKey=,601,flashdance
602,71,The Runaways,2010,R,1h 46min,Biography; Drama; Music; ,8 April 2010 (Malaysia),6.5,45492,138,https://www.imdb.com/title/tt1017451/reviews/_ajax?ref_=undefined&paginationKey=,602,the runaways
603,72,"The Adventures of Priscilla, Queen of the Desert",1994,R,1h 44min,Comedy; Music; ,10 August 1994 (USA),7.4,45319,150,https://www.imdb.com/title/tt0109045/reviews/_ajax?ref_=undefined&paginationKey=,603,"the adventures of priscilla, queen of the desert"
604,73,Footloose,2011,PG-13,1h 53min,Comedy; Drama; Music; ,14 October 2011 (USA),5.9,45304,146,https://www.imdb.com/title/tt1068242/reviews/_ajax?ref_=undefined&paginationKey=,604,footloose
605,74,Climax,2018,R,1h 37min,Drama; Horror; Music; ,19 September 2018 (France),7.1,45193,352,https://www.imdb.com/title/tt8359848/reviews/_ajax?ref_=undefined&paginationKey=,605,climax
606,75,Cold War,2018,R,1h 29min,Drama; History; Music; ,8 June 2018 (Poland),7.6,44833,195,https://www.imdb.com/title/tt6543652/reviews/_ajax?ref_=undefined&paginationKey=,606,cold war
607,76,Honey,2003,PG-13,1h 34min,Drama; Music; Romance; ,5 December 2003 (USA),5.4,42673,144,https://www.imdb.com/title/tt0322589/reviews/_ajax?ref_=undefined&paginationKey=,607,honey
608,77,Shall We Dance,2004,PG-13,1h 46min,Comedy; Drama; Music; ,15 October 2004 (USA),6.1,42622,221,https://www.imdb.com/title/tt0358135/reviews/_ajax?ref_=undefined&paginationKey=,608,shall we dance
609,78,Rab Ne Bana Di Jodi,2008,Not Rated,2h 47min,Comedy; Drama; Music; ,12 December 2008 (USA),7.2,42474,147,https://www.imdb.com/title/tt1182937/reviews/_ajax?ref_=undefined&paginationKey=,609,rab ne bana di jodi
610,79,Rock Star,2001,R,1h 45min,Drama; Music; ,7 September 2001 (USA),6.3,40198,197,https://www.imdb.com/title/tt0202470/reviews/_ajax?ref_=undefined&paginationKey=,610,rock star
611,80,The Double Life of Véronique,1991,R,1h 38min,Drama; Fantasy; Music; ,22 November 1991 (USA),7.8,39948,125,https://www.imdb.com/title/tt0101765/reviews/_ajax?ref_=undefined&paginationKey=,611,the double life of vronique
612,81,Behind The Candelabra,2013,TV-MA,1h 58min,Biography; Drama; Music; ,7 June 2013 (UK),7.0,39655,171,https://www.imdb.com/title/tt1291580/reviews/_ajax?ref_=undefined&paginationKey=,612,behind the candelabra
613,82,A Hard Day's Night,1964,G,1h 27min,Comedy; Music; ,7 July 1964 (UK),7.6,39081,246,https://www.imdb.com/title/tt0058182/reviews/_ajax?ref_=undefined&paginationKey=,613,a hard day's night
614,83,Hustle & Flow,2005,R,1h 56min,Crime; Drama; Music; ,22 July 2005 (USA),7.3,38021,212,https://www.imdb.com/title/tt0410097/reviews/_ajax?ref_=undefined&paginationKey=,614,hustle & flow
615,84,Rockstar,2011,Not Rated,2h 39min,Drama; Music; ,11 November 2011 (USA),7.7,37740,168,https://www.imdb.com/title/tt1839596/reviews/_ajax?ref_=undefined&paginationKey=,615,rockstar
616,85,Eurovision Song Contest: The Story of Fire Saga,2020,PG-13,2h 3min,Comedy; Music; ,26 June 2020 (USA),6.6,37498,857,https://www.imdb.com/title/tt8580274/reviews/_ajax?ref_=undefined&paginationKey=,616,eurovision song contest: the story of fire saga
617,86,The Rocker,2008,PG-13,1h 42min,Comedy; Music; ,20 August 2008 (USA),6.2,36300,112,https://www.imdb.com/title/tt1031969/reviews/_ajax?ref_=undefined&paginationKey=,617,the rocker
618,87,Love & Mercy,2014,PG-13,2h 1min,Biography; Drama; Music; ,19 June 2015 (USA),7.4,34933,160,https://www.imdb.com/title/tt0903657/reviews/_ajax?ref_=undefined&paginationKey=,618,love & mercy
619,88,Mr. Holland's Opus,1995,PG,2h 23min,Drama; Music; ,19 January 1996 (USA),7.3,34755,172,https://www.imdb.com/title/tt0113862/reviews/_ajax?ref_=undefined&paginationKey=,619,mr. holland's opus
620,89,Detroit Rock City,1999,R,1h 35min,Comedy; Music; ,13 August 1999 (USA),6.9,34741,197,https://www.imdb.com/title/tt0165710/reviews/_ajax?ref_=undefined&paginationKey=,620,detroit rock city
621,90,Velvet Goldmine,1998,R,1h 58min,Drama; Music; ,23 October 1998 (UK),7.0,33100,324,https://www.imdb.com/title/tt0120879/reviews/_ajax?ref_=undefined&paginationKey=,621,velvet goldmine
622,91,Happy New Year,2014,Not Rated,3h,Action; Comedy; Music; ,24 October 2014 (USA),5.0,33033,227,https://www.imdb.com/title/tt2461132/reviews/_ajax?ref_=undefined&paginationKey=,622,happy new year
623,92,Spice World,1997,PG,1h 33min,Comedy; Music; ,23 January 1998 (USA),3.5,32688,266,https://www.imdb.com/title/tt0120185/reviews/_ajax?ref_=undefined&paginationKey=,623,spice world
624,93,Captain Corelli's Mandolin,2001,R,2h 11min,Drama; Music; Romance; ,17 August 2001 (USA),5.9,32402,218,https://www.imdb.com/title/tt0238112/reviews/_ajax?ref_=undefined&paginationKey=,624,captain corelli's mandolin
625,94,Jersey Boys,2014,R,2h 14min,Biography; Drama; Music; ,20 June 2014 (USA),6.8,32133,221,https://www.imdb.com/title/tt1742044/reviews/_ajax?ref_=undefined&paginationKey=,625,jersey boys
626,95,Sweet and Lowdown,1999,PG-13,1h 35min,Comedy; Drama; Music; ,10 March 2000 (USA),7.2,31584,144,https://www.imdb.com/title/tt0158371/reviews/_ajax?ref_=undefined&paginationKey=,626,sweet and lowdown
627,96,The Commitments,1991,R,1h 58min,Comedy; Drama; Music; ,13 September 1991 (USA),7.6,31338,117,https://www.imdb.com/title/tt0101605/reviews/_ajax?ref_=undefined&paginationKey=,627,the commitments
628,97,Hedwig and the Angry Inch,2001,R,1h 35min,Comedy; Drama; Music; ,31 August 2001 (USA),7.7,31272,236,https://www.imdb.com/title/tt0248845/reviews/_ajax?ref_=undefined&paginationKey=,628,hedwig and the angry inch
629,98,The Red Violin,1998,R,2h 10min,Drama; Music; Mystery; ,11 June 1999 (USA),7.6,31107,263,https://www.imdb.com/title/tt0120802/reviews/_ajax?ref_=undefined&paginationKey=,629,the red violin
630,99,54,1998,R,1h 33min,Drama; Music; ,28 August 1998 (USA),5.9,31071,194,https://www.imdb.com/title/tt0120577/reviews/_ajax?ref_=undefined&paginationKey=,630,54
631,2,Memento,2000,R,1h 53min,Mystery; Thriller; ,25 May 2001 (USA),8.4,1090298,2254,https://www.imdb.com/title/tt0209144/reviews/_ajax?ref_=undefined&paginationKey=,631,memento
632,3,Shutter Island,2010,R,2h 18min,Mystery; Thriller; ,19 February 2010 (USA),8.1,1086350,1269,https://www.imdb.com/title/tt1130884/reviews/_ajax?ref_=undefined&paginationKey=,632,shutter island
633,4,The Usual Suspects,1995,R,1h 46min,Crime; Mystery; Thriller; ,16 August 1995 (USA),8.5,961814,1355,https://www.imdb.com/title/tt0114814/reviews/_ajax?ref_=undefined&paginationKey=,633,the usual suspects
634,11,Now You See Me,2013,PG-13,1h 55min,Crime; Mystery; Thriller; ,31 May 2013 (USA),7.3,581644,760,https://www.imdb.com/title/tt1670345/reviews/_ajax?ref_=undefined&paginationKey=,634,now you see me
635,16,12 Monkeys,1995,R,2h 9min,Mystery; Sci-Fi; Thriller; ,5 January 1996 (USA),8.0,565403,641,https://www.imdb.com/title/tt0114746/reviews/_ajax?ref_=undefined&paginationKey=,635,12 monkeys
636,24,Source Code,2011,PG-13,1h 33min,Action; Drama; Mystery; ,1 April 2011 (USA),7.5,474236,635,https://www.imdb.com/title/tt0945513/reviews/_ajax?ref_=undefined&paginationKey=,636,source code
637,26,Ex Machina,2014,R,1h 48min,Drama; Mystery; Sci-Fi; ,24 April 2015 (USA),7.7,458187,884,https://www.imdb.com/title/tt0470752/reviews/_ajax?ref_=undefined&paginationKey=,637,ex machina
638,27,Hot Fuzz,2007,R,2h 1min,Action; Comedy; Mystery; ,20 April 2007 (USA),7.8,450223,811,https://www.imdb.com/title/tt0425112/reviews/_ajax?ref_=undefined&paginationKey=,638,hot fuzz
639,28,Zodiac,2007,R,2h 37min,Crime; Drama; Mystery; ,2 March 2007 (USA),7.7,436901,768,https://www.imdb.com/title/tt0443706/reviews/_ajax?ref_=undefined&paginationKey=,639,zodiac
640,29,Blade Runner 2049,2017,R,2h 44min,Action; Drama; Mystery; ,6 October 2017 (USA),8.0,434995,2337,https://www.imdb.com/title/tt1856101/reviews/_ajax?ref_=undefined&paginationKey=,640,blade runner 2049
641,30,Rear Window,1954,PG,1h 52min,Mystery; Thriller; ,September 1954 (USA),8.4,428644,838,https://www.imdb.com/title/tt0047396/reviews/_ajax?ref_=undefined&paginationKey=,641,rear window
642,32,The Bourne Supremacy,2004,PG-13,1h 48min,Action; Mystery; Thriller; ,23 July 2004 (USA),7.7,424855,847,https://www.imdb.com/title/tt0372183/reviews/_ajax?ref_=undefined&paginationKey=,642,the bourne supremacy
643,33,Divergent,2014,PG-13,2h 19min,Action; Adventure; Mystery; ,21 March 2014 (USA),6.7,416400,797,https://www.imdb.com/title/tt1840309/reviews/_ajax?ref_=undefined&paginationKey=,643,divergent
644,34,Sherlock Holmes: A Game of Shadows,2011,PG-13,2h 9min,Action; Adventure; Mystery; ,16 December 2011 (USA),7.5,411748,446,https://www.imdb.com/title/tt1515091/reviews/_ajax?ref_=undefined&paginationKey=,644,sherlock holmes: a game of shadows
645,35,Mystic River,2003,R,2h 18min,Crime; Drama; Mystery; ,15 October 2003 (USA),7.9,409000,1036,https://www.imdb.com/title/tt0327056/reviews/_ajax?ref_=undefined&paginationKey=,645,mystic river
646,36,The Girl with the Dragon Tattoo,2011,R,2h 38min,Crime; Drama; Mystery; ,21 December 2011 (USA),7.8,408988,723,https://www.imdb.com/title/tt1568346/reviews/_ajax?ref_=undefined&paginationKey=,646,the girl with the dragon tattoo
647,37,The Maze Runner,2014,PG-13,1h 53min,Action; Mystery; Sci-Fi; ,19 September 2014 (USA),6.8,406551,612,https://www.imdb.com/title/tt1790864/reviews/_ajax?ref_=undefined&paginationKey=,647,the maze runner
648,38,The Da Vinci Code,2006,PG-13,2h 29min,Mystery; Thriller; ,19 May 2006 (USA),6.6,390693,2019,https://www.imdb.com/title/tt0382625/reviews/_ajax?ref_=undefined&paginationKey=,648,the da vinci code
649,39,Citizen Kane,1941,PG,1h 59min,Drama; Mystery; ,5 September 1941 (USA),8.3,386235,1440,https://www.imdb.com/title/tt0033467/reviews/_ajax?ref_=undefined&paginationKey=,649,citizen kane
650,40,Unbreakable,2000,PG-13,1h 46min,Drama; Mystery; Sci-Fi; ,22 November 2000 (USA),7.3,377965,1496,https://www.imdb.com/title/tt0217869/reviews/_ajax?ref_=undefined&paginationKey=,650,unbreakable
651,43,Vertigo,1958,PG,2h 8min,Mystery; Romance; Thriller; ,22 May 1958 (UK),8.3,348553,848,https://www.imdb.com/title/tt0052357/reviews/_ajax?ref_=undefined&paginationKey=,651,vertigo
652,44,The Lives of Others,2006,R,2h 17min,Drama; Mystery; Thriller; ,30 March 2007 (USA),8.4,346768,510,https://www.imdb.com/title/tt0405094/reviews/_ajax?ref_=undefined&paginationKey=,652,the lives of others
653,45,Cloud Atlas,2012,R,2h 52min,Action; Drama; Mystery; ,26 October 2012 (USA),7.4,338490,984,https://www.imdb.com/title/tt1371111/reviews/_ajax?ref_=undefined&paginationKey=,653,cloud atlas
654,46,The Game,1997,R,2h 9min,Drama; Mystery; Thriller; ,12 September 1997 (USA),7.8,334123,631,https://www.imdb.com/title/tt0119174/reviews/_ajax?ref_=undefined&paginationKey=,654,the game
655,47,Super 8,2011,PG-13,1h 52min,Mystery; Sci-Fi; Thriller; ,10 June 2011 (USA),7.0,332878,924,https://www.imdb.com/title/tt1650062/reviews/_ajax?ref_=undefined&paginationKey=,655,super 8
656,48,Signs,2002,PG-13,1h 46min,Drama; Mystery; Sci-Fi; ,2 August 2002 (USA),6.7,330229,2413,https://www.imdb.com/title/tt0286106/reviews/_ajax?ref_=undefined&paginationKey=,656,signs
657,49,Inside Man,2006,R,2h 9min,Crime; Drama; Mystery; ,24 March 2006 (USA),7.6,329267,718,https://www.imdb.com/title/tt0454848/reviews/_ajax?ref_=undefined&paginationKey=,657,inside man
658,51,Moon,2009,R,1h 37min,Drama; Mystery; Sci-Fi; ,10 July 2009 (USA),7.9,327607,620,https://www.imdb.com/title/tt1182345/reviews/_ajax?ref_=undefined&paginationKey=,658,moon
659,53,The Devil's Advocate,1997,R,2h 24min,Drama; Mystery; Thriller; ,17 October 1997 (USA),7.5,319323,473,https://www.imdb.com/title/tt0118971/reviews/_ajax?ref_=undefined&paginationKey=,659,the devil's advocate
660,55,Mulholland Drive,2001,R,2h 27min,Drama; Mystery; Thriller; ,19 October 2001 (USA),8.0,309859,1922,https://www.imdb.com/title/tt0166924/reviews/_ajax?ref_=undefined&paginationKey=,660,mulholland drive
661,56,National Treasure,2004,PG,2h 11min,Action; Adventure; Mystery; ,19 November 2004 (USA),6.9,297865,741,https://www.imdb.com/title/tt0368891/reviews/_ajax?ref_=undefined&paginationKey=,661,national treasure
662,57,Lucky Number Slevin,2006,R,1h 50min,Crime; Drama; Mystery; ,7 April 2006 (USA),7.7,295883,548,https://www.imdb.com/title/tt0425210/reviews/_ajax?ref_=undefined&paginationKey=,662,lucky number slevin
663,58,Eyes Wide Shut,1999,R,2h 39min,Drama; Mystery; Thriller; ,16 July 1999 (USA),7.4,291877,1626,https://www.imdb.com/title/tt0120663/reviews/_ajax?ref_=undefined&paginationKey=,663,eyes wide shut
664,59,Salt,2010,PG-13,1h 40min,Action; Mystery; Thriller; ,23 July 2010 (USA),6.4,289816,580,https://www.imdb.com/title/tt0944835/reviews/_ajax?ref_=undefined&paginationKey=,664,salt
665,60,North by Northwest,1959,Approved,2h 16min,Adventure; Mystery; Thriller; ,26 September 1959 (Japan),8.3,289249,602,https://www.imdb.com/title/tt0053125/reviews/_ajax?ref_=undefined&paginationKey=,665,north by northwest
666,61,Chinatown,1974,R,2h 10min,Drama; Mystery; Thriller; ,20 June 1974 (USA),8.2,284178,536,https://www.imdb.com/title/tt0071315/reviews/_ajax?ref_=undefined&paginationKey=,666,chinatown
667,65,Insomnia,2002,R,1h 58min,Drama; Mystery; Thriller; ,24 May 2002 (USA),7.2,266499,686,https://www.imdb.com/title/tt0278504/reviews/_ajax?ref_=undefined&paginationKey=,667,insomnia
668,66,Angels & Demons,2009,PG-13,2h 18min,Action; Mystery; Thriller; ,15 May 2009 (USA),6.7,266342,494,https://www.imdb.com/title/tt0808151/reviews/_ajax?ref_=undefined&paginationKey=,668,angels & demons
