Unnamed: 0.1,Unnamed: 0,name,year,movie_rated,run_length,genres,release_date,rating,num_raters,num_reviews,review_url,movie_id,clean_title,imdb_id,description
1000,39,Cold Mountain,2003,R,2h 34min,Adventure; Drama; History; ,25 December 2003 (USA),7.2,137401,696,https://www.imdb.com/title/tt0159365/reviews/_ajax?ref_=undefined&paginationKey=,1000,cold mountain,tt0159365,"In the waning days of the American Civil War, a wounded soldier embarks on a perilous journey back home to Cold Mountain, North Carolina to reunite with his sweetheart."
1001,40,Defiance,2008,R,2h 17min,Action; Drama; History; ,16 January 2009 (USA),7.2,135323,265,https://www.imdb.com/title/tt1034303/reviews/_ajax?ref_=undefined&paginationKey=,1001,defiance,tt1034303,"Jewish brothers in German-occupied Eastern Europe escape into a Belorussian forest, where they join Russian resistance fighters, and endeavor to build a village, in order to protect themselves and about one thousand Jewish non-combatants."
1002,41,We Were Soldiers,2002,R,2h 18min,Action; Drama; History; ,1 March 2002 (USA),7.2,127187,770,https://www.imdb.com/title/tt0277434/reviews/_ajax?ref_=undefined&paginationKey=,1002,we were soldiers,tt0277434,"The story of the first major battle of the American phase of the Vietnam War, and the soldiers on both sides that fought it, while their wives wait nervously and anxiously at home for the good news or the bad news."
1003,42,The Monuments Men,2014,PG-13,1h 58min,Comedy; Drama; History; ,7 February 2014 (USA),6.1,122173,443,https://www.imdb.com/title/tt2177771/reviews/_ajax?ref_=undefined&paginationKey=,1003,the monuments men,tt2177771,An unlikely World War II platoon is tasked to rescue art masterpieces from German thieves and return them to their owners.
1004,43,Glory,1989,R,2h 2min,Biography; Drama; History; ,16 February 1990 (USA),7.8,117966,444,https://www.imdb.com/title/tt0097441/reviews/_ajax?ref_=undefined&paginationKey=,1004,glory,tt0097441,"Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates."
1005,44,The 13th Warrior,1999,R,1h 42min,Action; Adventure; History; ,27 August 1999 (USA),6.6,114167,581,https://www.imdb.com/title/tt0120657/reviews/_ajax?ref_=undefined&paginationKey=,1005,the 13th warrior,tt0120657,"A man, having fallen in love with the wrong woman, is sent by the sultan himself on a diplomatic mission to a distant land as an ambassador. Stopping at a Viking village port to restock on supplies, he finds himself unwittingly embroiled in a quest to banish a mysterious threat in a distant Viking land."
1006,45,Empire of the Sun,1987,PG,2h 33min,Action; Drama; History; ,25 December 1987 (USA),7.7,112275,342,https://www.imdb.com/title/tt0092965/reviews/_ajax?ref_=undefined&paginationKey=,1006,empire of the sun,tt0092965,A young English boy struggles to survive under Japanese occupation of China during World War II.
1007,46,Rang De Basanti,2006,Not Rated,2h 47min,Comedy; Drama; History; ,26 January 2006 (USA),8.2,107678,361,https://www.imdb.com/title/tt0405508/reviews/_ajax?ref_=undefined&paginationKey=,1007,rang de basanti,tt0405508,"The story of six young Indians who assist an English woman to film a documentary on the freedom fighters from their past, and the events that lead them to relive the long-forgotten saga of freedom."
1008,47,The Way Back,2010,PG-13,2h 13min,Adventure; Drama; History; ,21 January 2011 (USA),7.3,107455,202,https://www.imdb.com/title/tt1023114/reviews/_ajax?ref_=undefined&paginationKey=,1008,the way back,tt1023114,Siberian gulag escapees travel four thousand miles by foot to freedom in India.
1009,48,Across the Universe,2007,PG-13,2h 13min,Drama; Fantasy; History; ,12 October 2007 (USA),7.3,104638,549,https://www.imdb.com/title/tt0445922/reviews/_ajax?ref_=undefined&paginationKey=,1009,across the universe,tt0445922,"The music of The Beatles, New York in the 1960s, and the American youth's actions to protest the Vietnam War, form the backdrop for the romance between an upper-class American girl and a poor Liverpudlian artist."
1010,49,The Queen,2006,PG-13,1h 43min,Biography; Drama; History; ,17 November 2006 (USA),7.3,101904,456,https://www.imdb.com/title/tt0436697/reviews/_ajax?ref_=undefined&paginationKey=,1010,the queen,tt0436697,"After the death of Princess Diana, Queen Elizabeth II struggles with her reaction to a sequence of events nobody could have predicted."
1011,50,The Other Boleyn Girl,2008,PG-13,1h 55min,Biography; Drama; History; ,29 February 2008 (USA),6.7,101416,272,https://www.imdb.com/title/tt0467200/reviews/_ajax?ref_=undefined&paginationKey=,1011,the other boleyn girl,tt0467200,Two sisters contend for the affection of King Henry VIII.
1012,51,Frost_Nixon,2008,R,2h 2min,Biography; Drama; History; ,23 January 2009 (USA),7.7,100750,265,https://www.imdb.com/title/tt0870111/reviews/_ajax?ref_=undefined&paginationKey=,1012,frost_nixon,tt0870111,A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.
1013,52,All the President's Men,1976,PG,2h 18min,Biography; Drama; History; ,9 April 1976 (USA),8.0,98972,243,https://www.imdb.com/title/tt0074119/reviews/_ajax?ref_=undefined&paginationKey=,1013,all the president's men,tt0074119,"""The Washington Post"" reporters Bob Woodward and Carl Bernstein uncover the details of the Watergate scandal that leads to President Richard Nixon's resignation."
1014,53,Marie Antoinette,2006,PG-13,2h 3min,Biography; Drama; History; ,20 October 2006 (USA),6.4,97923,666,https://www.imdb.com/title/tt0422720/reviews/_ajax?ref_=undefined&paginationKey=,1014,marie antoinette,tt0422720,"The retelling of France's iconic but ill-fated queen, Marie Antoinette. From her betrothal and marriage to Louis XVI at 14 to her reign as queen at 19 and to the end of her reign as queen, and ultimately the fall of Versailles."
1015,54,The Good Shepherd,2006,R,2h 47min,Drama; History; Thriller; ,22 December 2006 (USA),6.7,96881,509,https://www.imdb.com/title/tt0343737/reviews/_ajax?ref_=undefined&paginationKey=,1015,the good shepherd,tt0343737,The tumultuous early history of the Central Intelligence Agency is viewed through the prism of one man's life.
1016,55,United 93,2006,R,1h 51min,Drama; History; Sci-Fi; ,28 April 2006 (USA),7.5,96591,862,https://www.imdb.com/title/tt0475276/reviews/_ajax?ref_=undefined&paginationKey=,1016,united 93,tt0475276,"A real-time account of the events on United Flight 93, one of the planes hijacked on September 11th, 2001 that crashed near Shanksville, Pennsylvania when passengers foiled the terrorist plot."
1017,56,Silence,2016,R,2h 41min,Drama; History; ,13 January 2017 (USA),7.2,96094,431,https://www.imdb.com/title/tt0490215/reviews/_ajax?ref_=undefined&paginationKey=,1017,silence,tt0490215,"In the 17th century, two Portuguese Jesuit priests travel to Japan in an attempt to locate their mentor, who is rumored to have committed apostasy, and to propagate Catholicism."
1018,57,"Good Night, and Good Luck.",2005,PG,1h 33min,Biography; Drama; History; ,4 November 2005 (USA),7.4,92714,542,https://www.imdb.com/title/tt0433383/reviews/_ajax?ref_=undefined&paginationKey=,1018,"good night, and good luck.",tt0433383,Broadcast journalist Edward R. Murrow looks to bring down Senator Joseph McCarthy.
1019,58,The Last Emperor,1987,PG-13,2h 43min,Biography; Drama; History; ,15 April 1988 (USA),7.7,91046,170,https://www.imdb.com/title/tt0093389/reviews/_ajax?ref_=undefined&paginationKey=,1019,the last emperor,tt0093389,Bernardo Bertolucci's Oscar-winning dramatization of China's eleventh and final monarch of the Qing dynasty: Emperor Puyi.
1020,59,Elizabeth,1998,R,2h 4min,Biography; Drama; History; ,19 February 1999 (USA),7.4,90737,431,https://www.imdb.com/title/tt0127536/reviews/_ajax?ref_=undefined&paginationKey=,1020,elizabeth,tt0127536,The early years of the reign of Elizabeth I of England and her difficult task of learning what is necessary to be a monarch.
1021,60,Mississippi Burning,1988,R,2h 8min,Crime; Drama; History; ,27 January 1989 (USA),7.8,84598,209,https://www.imdb.com/title/tt0095647/reviews/_ajax?ref_=undefined&paginationKey=,1021,mississippi burning,tt0095647,Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.
1022,61,The Grapes of Wrath,1940,Passed,2h 9min,Drama; History; ,15 March 1940 (USA),8.0,84223,338,https://www.imdb.com/title/tt0032551/reviews/_ajax?ref_=undefined&paginationKey=,1022,the grapes of wrath,tt0032551,"An Oklahoma family, driven off their farm by the poverty and hopelessness of the Dust Bowl, joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression."
1023,62,Selma,2014,PG-13,2h 8min,Biography; Drama; History; ,9 January 2015 (USA),7.5,83285,264,https://www.imdb.com/title/tt1020072/reviews/_ajax?ref_=undefined&paginationKey=,1023,selma,tt1020072,"A chronicle of Dr. Martin Luther King, Jr.'s campaign to secure equal voting rights via an epic march from Selma to Montgomery, Alabama, in 1965."
1024,63,Malcolm X,1992,PG-13,3h 22min,Biography; Drama; History; ,18 November 1992 (USA),7.7,82521,183,https://www.imdb.com/title/tt0104797/reviews/_ajax?ref_=undefined&paginationKey=,1024,malcolm x,tt0104797,"Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam and his eventual assassination."
1025,64,The New World,2005,PG-13,2h 15min,Biography; Drama; History; ,20 January 2006 (USA),6.7,81466,721,https://www.imdb.com/title/tt0402399/reviews/_ajax?ref_=undefined&paginationKey=,1025,the new world,tt0402399,"The story of the English exploration of Virginia, and of the changing world and loves of Pocahontas."
1026,65,The Death of Stalin,2017,R,1h 47min,Comedy; Drama; History; ,9 March 2018 (USA),7.2,80253,327,https://www.imdb.com/title/tt4686844/reviews/_ajax?ref_=undefined&paginationKey=,1026,the death of stalin,tt4686844,"Moscow, 1953. After being in power for nearly 30 years, Soviet dictator, Joseph Vissarionovich Stalin, takes ill and quickly dies. Now the members of the Council of Ministers scramble for power."
1027,66,Centurion,2010,R,1h 37min,Action; Drama; History; ,30 July 2010 (USA),6.4,76569,234,https://www.imdb.com/title/tt1020558/reviews/_ajax?ref_=undefined&paginationKey=,1027,centurion,tt1020558,A splinter group of Roman soldiers fight for their lives behind enemy lines after their legion is devastated in a guerrilla attack.
1028,67,The Duchess,2008,PG-13,1h 50min,Biography; Drama; History; ,10 October 2008 (USA),6.9,76558,157,https://www.imdb.com/title/tt0864761/reviews/_ajax?ref_=undefined&paginationKey=,1028,the duchess,tt0864761,"A chronicle of the life of 18th-century aristocrat Georgiana, Duchess of Devonshire, who was revered for her extravagant political and personal life."
1029,68,World Trade Center,2006,PG-13,2h 9min,Drama; Fantasy; History; ,9 August 2006 (USA),5.9,76405,580,https://www.imdb.com/title/tt0469641/reviews/_ajax?ref_=undefined&paginationKey=,1029,world trade center,tt0469641,Two Port Authority police officers become trapped under the rubble of the World Trade Center.
1030,69,The King,2019,R,2h 20min,Biography; Drama; History; ,1 November 2019 (USA),7.2,76205,684,https://www.imdb.com/title/tt7984766/reviews/_ajax?ref_=undefined&paginationKey=,1030,the king,tt7984766,"Young Henry V encounters deceit, war and treachery after becoming King of England in the 15th century, in the aftermath of his brother's death."
1031,70,The Lost City of Z,2016,PG-13,2h 21min,Biography; Drama; History; ,21 April 2017 (USA),6.6,75131,251,https://www.imdb.com/title/tt1212428/reviews/_ajax?ref_=undefined&paginationKey=,1031,the lost city of z,tt1212428,"A true-life drama, centering on British explorer Major Percival Fawcett, who disappeared whilst searching for a mysterious city in the Amazon in the 1920s."
1032,71,Jackie,2016,R,1h 40min,Biography; Drama; History; ,2 December 2016 (USA),6.7,70888,320,https://www.imdb.com/title/tt1619029/reviews/_ajax?ref_=undefined&paginationKey=,1032,jackie,tt1619029,"Following the assassination of President John F. Kennedy, First Lady Jacqueline Kennedy fights through grief and trauma to regain her faith, console her children, and define her husband's historic legacy."
1033,73,Amistad,1997,R,2h 35min,Biography; Drama; History; ,25 December 1997 (USA),7.3,69328,240,https://www.imdb.com/title/tt0118607/reviews/_ajax?ref_=undefined&paginationKey=,1033,amistad,tt0118607,"In 1839, the revolt of Mende captives aboard a Spanish owned ship causes a major controversy in the United States when the ship is captured off the coast of Long Island. The courts must decide whether the Mende are slaves or legally free."
1034,74,The White Ribbon,2009,R,2h 24min,Drama; History; Mystery; ,5 March 2010 (USA),7.8,66893,212,https://www.imdb.com/title/tt1149362/reviews/_ajax?ref_=undefined&paginationKey=,1034,the white ribbon,tt1149362,"Strange events happen in a small village in the north of Germany during the years before World War I, which seem to be ritual punishment. Who is responsible?"
1035,75,Elizabeth: The Golden Age,2007,PG-13,1h 54min,Biography; Drama; History; ,12 October 2007 (USA),6.8,65530,237,https://www.imdb.com/title/tt0414055/reviews/_ajax?ref_=undefined&paginationKey=,1035,elizabeth: the golden age,tt0414055,"A mature Queen Elizabeth endures multiple crises late in her reign including court intrigues, an assassination plot, the Spanish Armada, and romantic disappointments."
1036,77,Child 44,2015,R,2h 17min,Crime; Drama; History; ,9 May 2016 (India),6.5,63768,267,https://www.imdb.com/title/tt1014763/reviews/_ajax?ref_=undefined&paginationKey=,1036,child 44,tt1014763,A disgraced member of the Russian military police investigates a series of child murders during the Stalin-era Soviet Union.
1037,78,12 Strong,2018,R,2h 10min,Action; Drama; History; ,19 January 2018 (USA),6.6,63442,371,https://www.imdb.com/title/tt1413492/reviews/_ajax?ref_=undefined&paginationKey=,1037,12 strong,tt1413492,"12 Strong tells the story of the first Special Forces team deployed to Afghanistan after 9/11; under the leadership of a new captain, the team must work with an Afghan warlord to take down the Taliban."
1038,79,Quiz Show,1994,PG-13,2h 13min,Biography; Drama; History; ,7 October 1994 (USA),7.5,63232,177,https://www.imdb.com/title/tt0110932/reviews/_ajax?ref_=undefined&paginationKey=,1038,quiz show,tt0110932,"A young lawyer, Richard Goodwin, investigates a potentially fixed game show. Charles Van Doren, a big time show winner, is under Goodwin's investigation."
1039,80,The Finest Hours,2016,PG-13,1h 57min,Action; Drama; History; ,29 January 2016 (USA),6.8,59961,199,https://www.imdb.com/title/tt2025690/reviews/_ajax?ref_=undefined&paginationKey=,1039,the finest hours,tt2025690,The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.
